id_chantier,adresse,code_postal,latitude,longitude
530,276 boulevard Saint-Germain,75007,48.86067355743985,2.321341963960479
1732,1 rue Caron,75004,48.85497532530407,2.362481400283971
1206,38 rue Descartes,75005,48.84576676672989,2.3490259231683144
1984,65 rue Vaneau,75007,48.849957051357386,2.3199375897593466
1118,24 rue de Poissy,75005,48.84875258634253,2.352214279339882
1415,11b rue de Navarre,75005,48.84429816678241,2.353031821776044
95,1 rue de la Parcheminerie,75005,48.851438142608224,2.345551869447319
121,6 rue des Lavandières Sainte-Opportune,75001,48.858734062439964,2.3462115311811105
177,3 rue Pierre-Budin,75018,48.889691382950694,2.352910894943393
1151,176 rue Saint-Jacques,75005,48.8463913513527,2.343066013637612
1427,1 impasse Royer-Collard,75005,48.84578689136116,2.34105458121131
2015,2 rue Bonaparte,75006,48.857403461694346,2.335110217523774
1702,25 rue de Sévigné,75003,48.85727559445319,2.363004948554017
906,61 boulevard Saint-Michel,75005,48.847634934062626,2.3412573396258405
562,12 rue Hautefeuille,75006,48.85203845493862,2.342417437006063
584,9 rue Geoffroy Saint-Hilaire,75005,48.83910132256823,2.356623540169929
2235,1 place du Carrousel,75001,48.86023249956539,2.333339100615106
1362,73 quai Panhard et Levassor,75013,48.830850978678484,2.3811687263828274
1536,21 rue des Bernardins,75005,48.84982774464423,2.350584183330195
1540,18 rue Saint-Étienne-du-Mont,75005,48.84674151485704,2.348071989619056
681,4 rue du Marché des Patriarches,75005,48.84077770545106,2.3510067975529427
126,1 rue Neuve Saint-Pierre,75004,48.85348662712508,2.363917685174791
1242,6 place Paul Painlevé,75005,48.85033224301176,2.343933230067444
2187,2 rue de Lutèce,75004,48.85536695450229,2.3467336437247748
582,355v rue Saint-Martin,75003,48.86857008629,2.355190792178051
1624,26 rue Le Brun,75013,48.835924832216485,2.3545166832062923
984,22 rue du Cloitre Notre-Dame,75004,48.85358334029348,2.349454303973582
2029,2w rue de Médicis,75006,48.84751160873264,2.338563528122298
1842,79 rue Galande,75005,48.8520742396422,2.3464536812639167
1243,6 place Paul Painlevé,75005,48.85033224301176,2.343933230067444
1721,5 rue Descartes,75005,48.847283487826125,2.3487194906923
2033,56 boulevard Saint-Jacques,75014,48.83408596979414,2.3340729369322863
1876,37 rue de Bellechasse,75007,48.85697983084076,2.3217232344946885
570,8v place Edmond Rostand,75006,48.84747762315783,2.340585639351409
2004,72 rue du Faubourg Saint-Martin,75010,48.871784512837465,2.3573826449486504
272,130 boulevard de Belleville,75020,48.871886936659166,2.377530526342447
341,66 boulevard Saint-Marcel,75005,48.83789637324351,2.3546739223409006
1986,7 rue du Fer à Moulin,75005,48.839306754537816,2.3553070573464563
2091,79 rue de la Verrerie,75004,48.85846030806685,2.351468778637237
765,12 rue des Feuillantines,75005,48.841989047990786,2.3417869119054666
1146,44 rue Saint-Jacques,75005,48.84976890594712,2.3448067884752817
808,12 rue d'Aboukir,75002,48.86650274561514,2.3433594851621335
2082,5 rue Serpolet,75020,48.860767241993706,2.4103533940990958
1263,35 rue du Hameau,75015,48.833765882989795,2.287106774495712
541,14 rue Amelot,75011,48.85631184346016,2.3691831067932245
759,19 rue de la Reine-Blanche,75013,48.83643691849192,2.3537479951555236
763,2 place Sainte-Geneviève,75005,48.84684970344236,2.347510276228914
1932,7 rue de l'Arbre Sec,75001,48.859361188053015,2.3418326148396167
2044,4 avenue de la Porte de Sèvres,75015,48.83577856203351,2.277865777856868
1220,49 rue Monge,75005,48.845139617185964,2.3523186804831178
2076,63 rue de Lancry,75010,48.87236800436659,2.3629518313553635
2002,4 rue Cauchy,75015,48.8432909295834,2.2750257741315885
57,53 ter quai des Grands-Augustins,75006,48.85554954368092,2.3409805498273273
